species	head	statement	verdict	organ
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> mapRingHom   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 x1 = mapRingHom x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> mk   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x0 x1 = mk x2 x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> normalizedTrace   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = normalizedTrace x1 x3 x4]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> of   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 = of x2]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> ofPowerSeries   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x0 x2 x3 = ofPowerSeries x4 x0 x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> op   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = op x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> p   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = p x3 x4]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> residue   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 = residue x0]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> star   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = star x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> toLaurent   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x0 x2 x3 = toLaurent x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> toOpen   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = toOpen x0 x3 x2]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> toStalk   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = toStalk x0 x3 x2]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> y.val   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = y.val ]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> η   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = η x3 x2]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> χ   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = χ x3]	unreached	
composed	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits	Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits ~> ϕ   via algebraMap   [Algebra.IsAlgebraic.algHomEquivAlgHomOfSplits x0 x1 x2 x3 x4 = algebraMap x1 x0 x5 then algebraMap x0 x1 x2 = ϕ x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> .id   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x0 = .id x1]	unreached	
composed	Algebra.discr	Algebra.discr ~> Algebra.intNorm   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = Algebra.intNorm x1 x3 x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> Algebra.intTrace   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = Algebra.intTrace x1 x3 x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> Algebra.norm   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = Algebra.norm x1 x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> Algebra.trace   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = Algebra.trace x1 x3 x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> B.form   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = B.form x3 x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> C   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x0 x1 = C ]	unreached	
composed	Algebra.discr	Algebra.discr ~> CC   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x0 x1 x2 = CC x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> DirectSum.of   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = DirectSum.of x3 x4 x5]	unreached	
composed	Algebra.discr	Algebra.discr ~> HahnSeries.C   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x0 x1 x2 = HahnSeries.C x2]	unreached	
composed	Algebra.discr	Algebra.discr ~> Ideal.Quotient.mk   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = Ideal.Quotient.mk x3 x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> Int.castRingHom   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = Int.castRingHom x1]	unreached	
composed	Algebra.discr	Algebra.discr ~> MvPolynomial.map   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = MvPolynomial.map x2]	unreached	
composed	Algebra.discr	Algebra.discr ~> P.coxeterWeight   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = P.coxeterWeight x3 x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> P.pairing   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = P.pairing x3 x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> P.pairingIn   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = P.pairingIn x1 x3 x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> P.toLinearMap   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = P.toLinearMap x3 x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> PUnit.unit   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = PUnit.unit ]	unreached	
composed	Algebra.discr	Algebra.discr ~> Quotient.mk   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = Quotient.mk x2]	unreached	
composed	Algebra.discr	Algebra.discr ~> RingHom.id   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x0 = RingHom.id x1]	unreached	
composed	Algebra.discr	Algebra.discr ~> Subfield.subtype   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = Subfield.subtype x0]	unreached	
composed	Algebra.discr	Algebra.discr ~> T   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x0 x2 x3 = T x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> ULift.up   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = ULift.up x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> W.Δ   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 x3 = W.Δ ]	unreached	
composed	Algebra.discr	Algebra.discr ~> WithAbs.equiv   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = WithAbs.equiv x3 x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> X   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 x3 = X ]	unreached	
composed	Algebra.discr	Algebra.discr ~> aeval   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = aeval x3 x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> diagonal   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = diagonal x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> exp   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = exp x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> fromZeroRingHom   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = fromZeroRingHom x2 x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> h.map   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = h.map x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> includeLeftRingHom.comp   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = includeLeftRingHom.comp x2]	unreached	
composed	Algebra.discr	Algebra.discr ~> inl   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = inl x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> inlRingHom   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = inlRingHom x0 x2]	unreached	
composed	Algebra.discr	Algebra.discr ~> map   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = map x1 x2 x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> mapRangeRingHom   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 x1 = mapRangeRingHom x3 x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> mapRingHom   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 x1 = mapRingHom x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> mk   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x0 x1 = mk x2 x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> normalizedTrace   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = normalizedTrace x1 x3 x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> of   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = of x2]	unreached	
composed	Algebra.discr	Algebra.discr ~> ofPowerSeries   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x0 x2 x3 = ofPowerSeries x4 x0 x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> op   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = op x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> p   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = p x3 x4]	unreached	
composed	Algebra.discr	Algebra.discr ~> residue   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 = residue x0]	unreached	
composed	Algebra.discr	Algebra.discr ~> star   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = star x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> toLaurent   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x0 x2 x3 = toLaurent x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> toOpen   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = toOpen x0 x3 x2]	unreached	
composed	Algebra.discr	Algebra.discr ~> toStalk   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = toStalk x0 x3 x2]	unreached	
composed	Algebra.discr	Algebra.discr ~> y.val   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = y.val ]	unreached	
composed	Algebra.discr	Algebra.discr ~> η   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = η x3 x2]	unreached	
composed	Algebra.discr	Algebra.discr ~> χ   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = χ x3]	unreached	
composed	Algebra.discr	Algebra.discr ~> ϕ   via algebraMap   [Algebra.discr x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x1 x2 = ϕ x3]	unreached	
composed	Algebra.intNorm	Algebra.intNorm ~> Complex.normSq   via Algebra.norm   [Algebra.intNorm x0 x1 = Algebra.norm x0 then Algebra.norm x0 x1 = Complex.normSq x1]	unreached	
composed	Algebra.intNorm	Algebra.intNorm ~> MonoidHom.id   via Algebra.norm   [Algebra.intNorm x0 x1 = Algebra.norm x0 then Algebra.norm x0 = MonoidHom.id x0]	unreached	
composed	Algebra.intNorm	Algebra.intNorm ~> algebraMap   via Algebra.norm   [Algebra.intNorm x0 x1 = Algebra.norm x0 then Algebra.norm x0 x1 = algebraMap x2 x0 x3]	unreached	
composed	Algebra.intNorm	Algebra.intNorm ~> e₁.symm   via Algebra.norm   [Algebra.intNorm x0 x1 = Algebra.norm x0 then Algebra.norm x0 x1 = e₁.symm x2]	unreached	
composed	Algebra.intNorm	Algebra.intNorm ~> normSq.toMonoidHom   via Algebra.norm   [Algebra.intNorm x0 x1 = Algebra.norm x0 then Algebra.norm x0 = normSq.toMonoidHom ]	unreached	
composed	Algebra.intTrace	Algebra.intTrace ~> Ideal.Quotient.mk   via Algebra.trace   [Algebra.intTrace x0 x1 = Algebra.trace x0 x1 then Algebra.trace x0 x1 x2 = Ideal.Quotient.mk x3 x4]	unreached	
composed	Algebra.intTrace	Algebra.intTrace ~> algebraMap   via Algebra.trace   [Algebra.intTrace x0 x1 = Algebra.trace x0 x1 then Algebra.trace x0 x1 x2 = algebraMap x3 x0 x4]	unreached	
composed	Algebra.intTrace	Algebra.intTrace ~> e₁.symm   via Algebra.trace   [Algebra.intTrace x0 x1 = Algebra.trace x0 x1 then Algebra.trace x0 x1 x2 = e₁.symm x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> Algebra.intNorm   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = Algebra.intNorm x1 x3 x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> Algebra.intTrace   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = Algebra.intTrace x1 x3 x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> Algebra.norm   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = Algebra.norm x1 x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> Algebra.trace   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = Algebra.trace x1 x3 x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> B.form   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = B.form x3 x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> C   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x0 x1 = C ]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> CC   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x0 x1 x2 = CC x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> DirectSum.of   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = DirectSum.of x3 x4 x5]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> HahnSeries.C   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x0 x1 x2 = HahnSeries.C x2]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> Ideal.Quotient.mk   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = Ideal.Quotient.mk x3 x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> Int.castRingHom   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 = Int.castRingHom x1]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> MvPolynomial.map   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 = MvPolynomial.map x2]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> P.coxeterWeight   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = P.coxeterWeight x3 x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> P.pairing   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = P.pairing x3 x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> P.pairingIn   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = P.pairingIn x1 x3 x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> P.toLinearMap   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = P.toLinearMap x3 x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> PUnit.unit   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = PUnit.unit ]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> Quotient.mk   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 = Quotient.mk x2]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> RingHom.id   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x0 = RingHom.id x1]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> Subfield.subtype   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 = Subfield.subtype x0]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> T   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x0 x2 x3 = T x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> ULift.up   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = ULift.up x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> W.Δ   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 x3 = W.Δ ]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> WithAbs.equiv   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = WithAbs.equiv x3 x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> X   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 x3 = X ]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> aeval   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = aeval x3 x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> diagonal   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = diagonal x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> exp   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = exp x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> fromZeroRingHom   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 = fromZeroRingHom x2 x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> h.map   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = h.map x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> includeLeftRingHom.comp   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 = includeLeftRingHom.comp x2]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> inl   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = inl x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> inlRingHom   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 = inlRingHom x0 x2]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> map   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 = map x1 x2 x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> mapRangeRingHom   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 x1 = mapRangeRingHom x3 x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> mapRingHom   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 x1 = mapRingHom x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> mk   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x0 x1 = mk x2 x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> normalizedTrace   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = normalizedTrace x1 x3 x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> of   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 = of x2]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> ofPowerSeries   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x0 x2 x3 = ofPowerSeries x4 x0 x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> op   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = op x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> p   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = p x3 x4]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> residue   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 = residue x0]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> star   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = star x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> toLaurent   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x0 x2 x3 = toLaurent x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> toOpen   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = toOpen x0 x3 x2]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> toStalk   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = toStalk x0 x3 x2]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> y.val   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = y.val ]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> η   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = η x3 x2]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> χ   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = χ x3]	unreached	
composed	Algebra.linearMap	Algebra.linearMap ~> ϕ   via algebraMap   [Algebra.linearMap x0 x1 x2 = algebraMap x0 x1 x2 then algebraMap x0 x1 x2 = ϕ x3]	unreached	
composed	Algebra.norm	Algebra.norm ~> .id   via algebraMap   [Algebra.norm x0 x1 = algebraMap x2 x0 x3 then algebraMap x0 x0 = .id x1]	unreached	
